Date,arabnews,cnbc,ei,ft,mees,oilprice
2021-02-08,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Oil hits highest level in more than a year, posts seventh straight day of gains. China stocks lead gains as Asia markets rise; Brent holds above $60 per barrel. No evidence crude rebound being responsive to speculative flows: Citi commodities head. Crude futures are overbought: Trader",Chevron Makes $1.1B Bid for Noble Midstream,Oil hits $60 for first time in a year as supply cuts outweigh lockdowns. Oil majors join scramble for offshore wind rights in England and Wales. Argentina’s largest oil group swerves $6.2bn debt default. US Democrats fear ill wind from Biden’s climate policies in oil states. Big Oil’s huge losses raise prospect of mega mergers,Opec Output Growth Stalls Ahead Of Saudi Cut. LNG Trade: China Set To Overtake Japan As Top Importer. Qatar Export Revenues Fall 30% In 2020. Iran Oil Export Terminal Start Up Delayed,"Energy Commodities Rally: Oil Nears $60, Natural Gas Jumps Above $3. Oil Prices Rally Towards $60. Trading Giant Gunvor: $60 Could Be The Ceiling For Oil Prices"
2021-02-09,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Oil rises, posts eighth straight day of gains. Chinese stocks jump as Asia-Pacific markets rise. Crude oil reaches 13-month high — Here’s what may be next. Treasury yields are flat as investors assess progress on stimulus bill. Oil major Total’s full-year profit falls 66% as Covid pandemic hits fuel demand",Chevron Makes $1.1B Bid for Noble Midstream,"Chesapeake Energy emerges from bankruptcy. Total: brand on the run. The environmental cost of state oil company success. Total reports $7.2bn loss but keeps dividend. Qatar warns of gas price spikes as it forges ahead with expansion. How Biden should meet his promise to cut fossil fuel emissions. EU wants Big Tech to pay for news, SoftBank Vision Fund gains",Opec Output Growth Stalls Ahead Of Saudi Cut. LNG Trade: China Set To Overtake Japan As Top Importer. Qatar Export Revenues Fall 30% In 2020. Iran Oil Export Terminal Start Up Delayed,Could Oil Prices Break $100 Next Year?
2021-02-10,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Oil declines, snapping longest daily winning streak in nearly two years. Trading in Asia-Pacific muted, with multiple major markets in the region closed for holidays. JPMorgan’s market guru Kolanovic sees an outsized move in energy stocks ahead",Chevron Makes $1.1B Bid for Noble Midstream,Australia faces fuel security challenge as refineries close,Opec Output Growth Stalls Ahead Of Saudi Cut. LNG Trade: China Set To Overtake Japan As Top Importer. Qatar Export Revenues Fall 30% In 2020. Iran Oil Export Terminal Start Up Delayed,Could Oil Prices Break $100 Next Year?
2021-02-11,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Australia, Japan decline as other major Asian markets are closed for Lunar New Year holiday",Chevron Makes $1.1B Bid for Noble Midstream,Royal Dutch Shell: all things to all people. Petrostates face worrying cash crunch. Shell announces new emissions goals as it aims to go net zero by 2050,Opec Output Growth Stalls Ahead Of Saudi Cut. LNG Trade: China Set To Overtake Japan As Top Importer. Qatar Export Revenues Fall 30% In 2020. Iran Oil Export Terminal Start Up Delayed,Could Oil Prices Break $100 Next Year?
2021-02-12,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"After oil hits 13-month high, energy analyst warns prices may be ‘too frothy’. Oil rises, posts ninth positive day in last ten",Chevron Makes $1.1B Bid for Noble Midstream,Shell can be sued in London over alleged Nigerian pollution. Russia’s Sibur keeps IPO on hold in export push,Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,Could Oil Prices Break $100 Next Year?
2021-02-13,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"After oil hits 13-month high, energy analyst warns prices may be ‘too frothy’. Oil rises, posts ninth positive day in last ten",Chevron Makes $1.1B Bid for Noble Midstream,Arctic blast triggers power squeeze in energy-rich Texas,Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,Could Oil Prices Break $100 Next Year?
2021-02-14,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Oil rises on fears of heightened tensions in Middle East. Japan’s Nikkei 225 crosses 30,000 for first time in more than three decades; Asia-Pacific stocks ...",Chevron Makes $1.1B Bid for Noble Midstream,Can the pound maintain its rally despite the hit from lockdown?,Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,Could Oil Prices Break $100 Next Year?
2021-02-15,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Oil prices climb as deep freeze shuts U.S. oil wells, curbs refineries. Hong Kong’s Hang Seng index jumps nearly 2% as Asia-Pacific markets rise. S&P 500 closes slightly lower as investors grow concerned about surging bond yields. Oil refineries shut as Texas energy industry reels from deep freeze. Oil hits pandemic high as winter storm pushes demand and poses production risk. European stocks close higher on vaccine rollouts and recovery hopes; Vivendi up 20%",Chevron Makes $1.1B Bid for Noble Midstream,Blackouts spread beyond Texas as frigid weather knocks out power plants,Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,Robust Asian Demand Prompts Middle East Producers To Roll Over Oil Prices. U.S. Oil Prices Jump Above $60 Amid Texas Ice Storms
2021-02-16,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,Asia-Pacific stocks mixed as investors watch Treasury yields; Taiwan surges more than 3%. We’ve seen most of the move higher in crude and should be choppy for a .... The Texas winter storm may drive up gasoline prices across the country. Energy prices jump as millions left without power in Texas,Continental Expands Into Powder River Despite Federal Risks,Commodity boom: supercycle me. Oil ‘supercycle’ predictions divide veteran traders,Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,Is This Oil Rally The Start Of Something Much Bigger?. $100 Oil: Big Banks Believe A New Oil Supercycle Is Beginning
2021-02-17,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,Oil dips 1% after hitting 13-month high. Mainland Chinese markets mixed after Lunar New Year holiday; Asia-Pacific markets decline. How the Texas power grid failed and what could stop it from happening again. Why this trader is a seller of crude oil futures. Millions in Texas suffer through a third day without power as grid falters in winter .... Oil gains more than 1% as Texas weather prompts U.S. production drop,Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,Oil and gas industry in Texas buckles under strain of Arctic blast. Texans demand answers after dramatic collapse in power supply. Total chief warns of renewable energy bubble. Texas struggles to restore power to millions during Arctic blast,Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,This Commodity Super-Cycle Could Be Unlike Anything We’ve Seen Before. Oil Prices Soar As U.S. Oil Production Plunges 30%
2021-02-18,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Oil drops 2%, posts first negative week in three. Asia-Pacific markets mixed as oil prices decline. The price of gas is climbing higher. Here’s how you can save at the pump. Investing like Buffett: Traders weigh in on latest stakes in Chevron, Verizon. Texas outages hit water supplies as thousands struggle without power for a fourth day",Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,"Freezing in Texas: what went wrong?. Facebook news ban, Texas oil, China’s digital currency",Full Steam Ahead For Qatar’s $29bn LNG Expansion. Euro Majors Eye Upstream Cash For Transition Funding. IEA Expects Strong Second Half 2021 Drawdowns As Investment Concerns Grow. LNG Prices Slide From January Records,Oil Prices Retreat As Deadly Winter Storm Moves East
2021-02-19,WEEKLY ENERGY RECAP: A mixed week for oil with investors regaining confidence,"Brazilian President Jair Bolsonaro to oust Petrobras CEO over fuel price hikes. Texas grid operator says it’s now under normal conditions, millions still under boil-water notice. JPMorgan says two things could push up oil prices by another $5 to $10 per ...",Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,"Italy’s Eni swings to annual loss after oil price collapse. Macron’s vaccine hope, GameStop hearing, US Treasuries tumble","A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",Oil Dips As Texas Producers Slowly Move To Restore Output
2021-02-20,"Weekly energy recap: February 19, 2021","Brazilian President Jair Bolsonaro to oust Petrobras CEO over fuel price hikes. Texas grid operator says it’s now under normal conditions, millions still under boil-water notice. JPMorgan says two things could push up oil prices by another $5 to $10 per ...",Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,Brazil’s Bolsonaro intervenes to oust Petrobras chief,"A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",Oil Dips As Texas Producers Slowly Move To Restore Output
2021-02-21,"Weekly energy recap: February 19, 2021",Oil jumps more than 3% as U.S. output is set for slow return following storm. China stocks lead losses in Asia-Pacific as the country keeps benchmark lending rate unchanged,Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,Brazil’s Bolsonaro intervenes to oust Petrobras chief,"A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",Oil Dips As Texas Producers Slowly Move To Restore Output
2021-02-22,Brent crude to hit $75 as demand recovery outstrips supply: Goldman Sachs,"Oil dips slightly, but holds near year-long highs as Covid lockdowns seen easing. Asia-Pacific stocks mixed as investors watch tech shares; HSBC earnings beat expectations. Goldman raises oil forecast, sees jump to $72 this year for U.S. prices",Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,Brazilian markets rattled by Bolsonaro’s removal of Petrobras chief. US oil to join North Sea crude price basket. Texas deep freeze lifts profits at gas trader Macquarie,"A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",U.S. Shale’s Struggles Will Be Help OPEC Stabilize Oil Prices. Oil Prices Spike As U.S. Outages Tighten Supply
2021-02-23,Brent crude to hit $75 as demand recovery outstrips supply: Goldman Sachs,Oil rises after data shows slump in U.S. output amid Texas freeze. Hong Kong shares lead declines across Asia-Pacific; Singapore stocks up 1.3%,Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,What we’ve learned from the Texas freeze. Oil group Petrobras plunged into turmoil after CEO’s dismissal,"A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",U.S. Shale’s Struggles Will Be Help OPEC Stabilize Oil Prices. Oil Prices Spike As U.S. Outages Tighten Supply
2021-02-24,Brent crude to hit $75 as demand recovery outstrips supply: Goldman Sachs,South Korea surges more than 3% as Asia-Pacific markets mostly jump,Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,Exxon offloads North Sea assets,"A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",Carbon Dioxide: A $550-Billion Opportunity. A Key Fracking Indicator Just Hit Record Lows. Traders Are Betting On $100 Oil Following Texas Freeze
2021-02-25,Brent crude to hit $75 as demand recovery outstrips supply: Goldman Sachs,"Oil dips, but posts gains for the week and month. Japan’s Nikkei 225 sheds nearly 4% as Asia-Pacific stocks sell off. Biden stresses human rights in call with Saudi king before report on Khashoggi killing released. Oil advances, hits highest level in more than a year",Shell Sells Canada Duvernay Shale Assets. Shell Sells Canada Duvernay Shale Assets,Natural gas suppliers face criticism over Texas power crisis. Ousted Petrobras chief hits back at Bolsonaro. Petrobras/Bolsonaro: bossa boots. Biden’s interior secretary pick makes inroads with the oil sector. Drax drops plan to build Europe’s biggest gas plant,"A Grim 2020 For Algerian Gas. Oil Price Surge Increases Pressure On Opec+ To Ease Cuts In April. Iraq-Zhenhua Oil Prepayment Deal Stalls Amid Bureaucratic Delays. Saudi Arabia’s Oil Sector In 2020: Assessing A Tumultuous Year. Egypt Damietta LNG Restart Delayed. Germany Crude Imports: Volumes Down, Libya Collapse",How High Can Oil Really Go?. Barclays Now Sees Brent Crude At $67 In 2021. Bank Of America Expects Fastest Oil Price Rise In 30 Years
